OriginAirport,DestinationAirport,Weight
SCEL,SCVH,0.00004409472309
ZULS,VNKT,0.00004409472309
RKSG,RKSI,0.00004409472309
KMCO,MYNN,0.00004409472309
MMMX,SCEL,0.00004409472309
RPLL,PHNL,0.00004409472309
ROMY,ROAH,0.00004409472309
NZAA,NZRA,0.00004409472309
SCFA,SCEL,0.00004409472309
SBBR,SBKP,0.00004409472309
KSFO,KBFL,0.00004409472309
KONT,KSAN,0.00004409472309
LSGG,LOWI,0.00004409472309
ZYTL,RKSI,0.00004409472309
LEMD,MROC,0.00004409472309
YSSY,YBNA,0.00004409472309
EGLL,EDDP,0.00004382253344
KLAX,KTPA,0.00004382253344
KLAX,BIKF,0.00004382253344
KJFK,ZSPD,0.00004382253344
RKSI,RKTN,0.00004382253344
EDDM,KCLT,0.00004382253344
KONT,KCPM,0.00004382253344
KSEA,WA20,0.00004382253344
KSEA,OMDB,0.00004382253344
VVNB,VVDN,0.00004382253344
RKSI,RJGG,0.00004382253344
EDDF,UUEE,0.00004382253344
ZBAA,YSSY,0.00004382253344
KMDW,KCGX,0.00004382253344
EIDW,EITT,0.00004382253344
FAOR,EDDF,0.00004382253344
LSZH,EPWA,0.00004382253344
EDDF,FACT,0.00004382253344
EDDF,ETSB,0.00004382253344
KNID,KLAX,0.00004382253344
FMEE,FMMI,0.00004382253344
PANC,PAEN,0.00004382253344
SBGL,SBVT,0.00004382253344
LTFJ,LTBA,0.00004382253344
VNKT,ZULS,0.00004382253344
KMCO,KPHL,0.00004382253344
KEDW,KPMD,0.00004382253344
KXTA,KLAS,0.00004382253344
PHNL,RJAA,0.00004382253344
FAOR,FNLU,0.00004382253344
MBPV,MBGT,0.00004382253344
KFLL,KFXE,0.00004382253344
KXTA,KLAX,0.00004382253344
EDDM,WSSS,0.00004355034379
EGLL,UKBB,0.00004355034379
PHNL,KBOS,0.00004355034379
WIMM,WITT,0.00004355034379
RCTP,RJFF,0.00004355034379
KJFK,KWWD,0.00004355034379
EDDL,LSZH,0.00004355034379
ETSE,EDDM,0.00004355034379
LTFM,LTBS,0.00004355034379
MMTJ,KSDM,0.00004355034379
MMTA,MMMX,0.00004355034379
KJFK,3N6,0.00004355034379
RJTT,LTFM,0.00004355034379
WARR,WAHI,0.00004355034379
LSZH,KORD,0.00004355034379
KSJC,KPHX,0.00004355034379
EGLL,EG22,0.00004355034379
RCKH,RKSI,0.00004355034379
RCQC,RCKH,0.00004355034379
EGLL,YPDN,0.00004355034379
LTFM,EIDW,0.00004355034379
SPJC,KMIA,0.00004355034379
RJAA,MMMX,0.00004355034379
KLAX,KMDW,0.00004355034379
FAOR,FBSK,0.00004355034379
SCEL,SCVM,0.00004355034379
VMMC,ZBAA,0.00004355034379
LGAV,OTHH,0.00004355034379
LXGB,LPPR,0.00004355034379
SKMA,SKBO,0.00004355034379
LSGG,LEMD,0.00004355034379
KCLT,KDAB,0.00004355034379
EBBR,EBLG,0.00004355034379
LIRA,LIRF,0.00004355034379
KCLL,KIAH,0.00004327815414
EDDM,UUDD,0.00004327815414
KPDX,KLAS,0.00004327815414
OTHH,VHHH,0.00004327815414
EGDL,EGLL,0.00004327815414
WBKS,WBKK,0.00004327815414
VRMM,EGLL,0.00004327815414
EPWA,ESSA,0.00004327815414
LFPG,LFOP,0.00004327815414
PHKO,PHTO,0.00004327815414
EGKK,LGAV,0.00004327815414
KDAB,KCLT,0.00004327815414
LEBL,LSZH,0.00004327815414
RKSI,PGUM,0.00004327815414
CYVR,RKSI,0.00004327815414
SKBG,SKBO,0.00004327815414
RPLL,RPLB,0.00004327815414
LPPR,EHAM,0.00004327815414
KLAX,YBBN,0.00004327815414
EGLL,LEVC,0.00004327815414
EFHK,KLAX,0.00004327815414
EIDW,EIKY,0.00004327815414
GMMN,LPPT,0.00004327815414
OPIS,OAKB,0.00004327815414
SCSN,SCEL,0.00004327815414
KPVD,KOQU,0.00004327815414
OEDF,OTHH,0.00004327815414
KSFO,CA66,0.00004327815414
EGGD,EGCC,0.00004327815414
LIPZ,EHAM,0.00004300596449
KJFK,N72,0.00004300596449
KPDK,KATL,0.00004300596449
HTZA,HTDA,0.00004300596449
EHAM,LKPR,0.00004300596449
EGLL,EDDV,0.00004300596449
SKBO,SBGR,0.00004300596449
KINS,KLSV,0.00004300596449
EKCH,EKRK,0.00004300596449
LFSB,EDDF,0.00004300596449
VOYK,VOBL,0.00004300596449
MUHA,KTPA,0.00004300596449
KSFO,6Q2,0.00004300596449
VTBS,VNKT,0.00004300596449
VIDP,VIDN,0.00004300596449
KMIA,SAEZ,0.00004300596449
OTHH,EGCC,0.00004300596449
CYUL,CYHU,0.00004300596449
MMMY,MMUN,0.00004300596449
VTSM,VTBS,0.00004300596449
SCTS,SCEL,0.00004300596449
FAOR,OTHH,0.00004300596449
RKSI,RKTU,0.00004300596449
ZSPD,VHHX,0.00004300596449
KVPS,KATL,0.00004273377484
KLAX,L22,0.00004273377484
YSSY,NFFN,0.00004273377484
SCEL,SCFA,0.00004273377484
KHOU,KEFD,0.00004273377484
OTHH,LSZH,0.00004273377484
EHAM,HECA,0.00004273377484
OIKB,OMDB,0.00004273377484
CYXY,PAJN,0.00004273377484
EGUL,EGUN,0.00004273377484
TFFJ,TFFG,0.00004273377484
KCYS,KDEN,0.00004273377484
WARA,WARR,0.00004273377484
KMIA,OTHH,0.00004273377484
ESSA,ENBR,0.00004273377484
KJFK,KGON,0.00004273377484
SEQM,SPJC,0.00004273377484
LTFM,EPWA,0.00004273377484
UUWW,UUDD,0.00004273377484
LPMT,LPPT,0.00004273377484
KRSW,KCLT,0.00004273377484
MMMX,MSLP,0.00004273377484
EIDW,LGAV,0.00004273377484
WAHH,WIII,0.00004273377484
EGLL,ZGGG,0.00004273377484
RKPD,RKPC,0.00004273377484
FAGG,FACT,0.00004273377484
PANC,AK92,0.00004273377484
KMSY,KMIA,0.00004273377484
PHTO,PHUP,0.00004273377484
KDEN,KMEM,0.00004273377484
KMQY,KBNA,0.00004273377484
EDDM,OTHH,0.00004273377484
LSGG,LFSB,0.00004273377484
LFLL,LFML,0.00004246158519
DGAA,EGLL,0.00004246158519
WITT,WIMM,0.00004246158519
WBKK,WBKW,0.00004246158519
LEMD,LEFM,0.00004246158519
EGLC,EGSS,0.00004246158519
VVPQ,VVTS,0.00004246158519
OTHH,KSFO,0.00004246158519
EGCC,LEBL,0.00004246158519
MKJP,TNCM,0.00004246158519
KHHR,KLGB,0.00004246158519
OTHH,HAAB,0.00004246158519
MMZH,MMMX,0.00004246158519
SBMO,SBRF,0.00004246158519
EGAA,EGAC,0.00004246158519
KPHX,KCLT,0.00004246158519
EGML,EGLC,0.00004246158519
OMDB,KIAD,0.00004246158519
LFPG,TFFR,0.00004246158519
KONT,KPHX,0.00004246158519
FGSL,FKKD,0.00004246158519
VIDP,VOBL,0.00004246158519
LFMN,LOWW,0.00004246158519
KDEN,KLXV,0.00004246158519
KCLT,KRSW,0.00004246158519
LFMN,LEPA,0.00004246158519
ZGGG,ZSHC,0.00004246158519
EGVN,EGUD,0.00004246158519
KMSP,KSEA,0.00004246158519
GOBD,LFPG,0.00004246158519
KMIA,SPJC,0.00004246158519
LFPG,UUDD,0.00004246158519
KMSP,KDCA,0.00004218939555
UKBB,UKKK,0.00004218939555
KSEE,KSAN,0.00004218939555
SCEL,MMMX,0.00004218939555
KATL,KHSV,0.00004218939555
WIHH,WAHI,0.00004218939555
FACT,EDDF,0.00004218939555
LTFM,LTBX,0.00004218939555
WATO,WADD,0.00004218939555
LFBO,LFMN,0.00004218939555
KLAX,3CA9,0.00004218939555
ZBAA,ZBSJ,0.00004218939555
VMMC,RPLL,0.00004218939555
TNCM,TTPP,0.00004218939555
KEWR,KHPN,0.00004218939555
MMSD,MMLP,0.00004218939555
KSEA,PAKT,0.00004218939555
CYVR,PANC,0.00004218939555
LPPR,LEVX,0.00004218939555
KMIA,SBGL,0.00004218939555
EGLL,LFOH,0.00004218939555
LTFM,KBOS,0.00004218939555
OBBI,OEDF,0.00004218939555
ZSPD,ZSQD,0.00004218939555
KLAX,KBFI,0.00004218939555
LIMC,EHAM,0.00004218939555
RPLL,RJAA,0.00004218939555
KBUR,KSTS,0.00004218939555
KJFK,KBTV,0.00004218939555
MROC,SKBO,0.00004218939555
KLAX,KFLL,0.00004218939555
ZBAA,EDDF,0.00004218939555
ZBAA,LFPG,0.00004218939555
WAHS,WAHI,0.00004218939555
KLAS,KHOU,0.00004218939555
EPWA,EPKK,0.00004218939555
LOWW,LTFM,0.00004218939555
ENGM,ENTC,0.00004218939555
RKTN,RKPC,0.00004218939555
KSAN,KTOA,0.00004218939555
KJFK,TIST,0.00004218939555
KJFK,3NJ9,0.00004218939555
RJAA,PGUM,0.00004218939555
OTHH,YPPH,0.0000419172059
LROP,LTFM,0.0000419172059
LTFM,RPLL,0.0000419172059
KHPN,KLGA,0.0000419172059
EHAM,VABB,0.0000419172059
KLAX,KSEE,0.0000419172059
OPLA,OPIS,0.0000419172059
WIII,OTHH,0.0000419172059
EDDM,EDDL,0.0000419172059
KMEM,KDEN,0.0000419172059
EGLL,EGBM,0.0000419172059
SBFZ,SBSL,0.0000419172059
LPPT,KSFO,0.0000419172059
HRYR,HKJK,0.0000419172059
LPPT,EHAM,0.0000419172059
RKSI,RCKH,0.0000419172059
KLGA,KIAD,0.0000419172059
EGKK,LIRF,0.0000419172059
KMDW,KTPA,0.0000419172059
MYGF,KFLL,0.0000419172059
KATL,8GA0,0.0000419172059
KMDW,KLGA,0.0000419172059
EDDF,RJAA,0.0000419172059
EDDF,LPPR,0.0000419172059
KMIA,OMDB,0.0000419172059
MUHA,KJFK,0.0000419172059
EPWA,EPGD,0.0000419172059
RJTT,EDDM,0.0000419172059
HESH,HECA,0.0000419172059
KBFI,CYVR,0.0000419172059
KTPA,KCHS,0.0000419172059
HECA,OKBK,0.0000419172059
ENZV,ENBR,0.0000419172059
LXGB,GCRR,0.0000419172059
KMCO,KDFW,0.0000419172059
KLAX,KTNP,0.0000419172059
RJTT,VHHX,0.0000419172059
OMAA,OPKC,0.0000419172059
YSSY,YLHI,0.0000419172059
SBGR,HAAB,0.0000419172059
KFLG,KPHX,0.0000419172059
RKSI,ZSQD,0.0000419172059
KCLT,KAKH,0.0000419172059
KPDX,KVUO,0.00004164501625
KVGT,KLSV,0.00004164501625
WBKW,WBKK,0.00004164501625
EGLL,BIRK,0.00004164501625
MYNN,KATL,0.00004164501625
KJFK,MUHA,0.00004164501625
RPMD,RPVM,0.00004164501625
MMTM,MMMX,0.00004164501625
EGPK,EGPF,0.00004164501625
ZPPP,ZPLJ,0.00004164501625
KJFK,KMYR,0.00004164501625
EDDF,UUDD,0.00004164501625
SBSV,SBFZ,0.00004164501625
EGNS,EGLL,0.00004164501625
RJCC,ROAH,0.00004164501625
ESSA,ES03,0.00004164501625
KPHX,KBXK,0.00004164501625
VHHH,YMML,0.00004164501625
MMMX,TNCM,0.00004164501625
EGKK,EDDM,0.00004164501625
KEGE,CO47,0.00004164501625
KLAX,PHKO,0.00004164501625
MDPC,TJBQ,0.00004164501625
RJSN,RJTT,0.00004164501625
KJFK,47N,0.00004164501625
WICC,WIHH,0.00004164501625
KBOS,KCHS,0.00004164501625
ZSHC,ZSSS,0.00004164501625
LOWW,LZIB,0.0000413728266
OTHH,RPLL,0.0000413728266
MYNN,KMCO,0.0000413728266
PHNY,PHNL,0.0000413728266
RJTT,RJNY,0.0000413728266
EDDM,EGKK,0.0000413728266
EBBR,KJFK,0.0000413728266
EGCC,GCRR,0.0000413728266
LIMJ,LFMN,0.0000413728266
KDFW,KSAN,0.0000413728266
PHNL,CYVR,0.0000413728266
EDDF,CYVR,0.0000413728266
EHAM,ENBR,0.0000413728266
EGPH,LEPA,0.0000413728266
KSEA,KTIW,0.0000413728266
PGUM,RJAA,0.0000413728266
KLAX,0CL1,0.0000413728266
LTFM,KSFO,0.0000413728266
LEBL,LFMN,0.0000413728266
SBKP,SBEG,0.0000413728266
KLAX,0CA1,0.0000413728266
SBSV,SBAR,0.0000413728266
RPLL,RPMY,0.0000413728266
ESSA,EPWA,0.0000413728266
OMDB,LEMD,0.0000413728266
EGLL,LFLL,0.0000413728266
FNLU,FAOR,0.0000413728266
KOAK,PHNL,0.0000413728266
TNCM,MPTO,0.0000413728266
MKJP,KFLL,0.0000413728266
KMIA,MGGT,0.0000413728266
KIAH,KSAT,0.0000413728266
EIDW,LTFM,0.0000413728266
PANC,KJFK,0.0000413728266
LIRF,LIRE,0.0000413728266
KSLC,KJFK,0.0000413728266
EPWA,EDDM,0.0000413728266
LFPG,LKPR,0.0000413728266
LGKR,LGAV,0.0000413728266
YBAS,YPAD,0.0000413728266
SKRG,SKMD,0.0000413728266
LEMD,SPJC,0.0000413728266
WI1C,WIII,0.0000413728266
EHRD,EGLC,0.0000413728266
ENGM,ENVA,0.0000413728266
YSSY,OMAA,0.00004110063695
ENBR,EHAM,0.00004110063695
OMDB,ZBAA,0.00004110063695
RCTP,ZBAA,0.00004110063695
KDFW,RJAA,0.00004110063695
ZBAA,ZYTX,0.00004110063695
LFPG,LFJS,0.00004110063695
ZBAA,ZLXY,0.00004110063695
LFPG,LFAB,0.00004110063695
KDAB,KTPA,0.00004110063695
CYVR,RJTT,0.00004110063695
KAUS,KSAT,0.00004110063695
MUHA,KEYW,0.00004110063695
KEWR,EDDF,0.00004110063695
EGAA,EGNS,0.00004110063695
KSFO,RPLL,0.00004110063695
KMSP,KDLH,0.00004110063695
KSFO,KLSV,0.00004110063695
EDDF,KSEA,0.00004110063695
PANC,PAED,0.00004110063695
EPWA,LOWW,0.00004110063695
LEPA,LIRF,0.00004110063695
EDDF,EFHK,0.00004110063695
UUEE,OMDB,0.00004110063695
KDEN,KOMA,0.00004110063695
TJSJ,KEWR,0.00004110063695
KCLT,KMEM,0.00004110063695
ZSPD,ZSNB,0.00004110063695
SBBR,SBEG,0.00004110063695
FAOR,FAWB,0.00004110063695
KATL,KTYS,0.00004110063695
KPSP,KPHX,0.0000408284473
KIAD,HAAB,0.0000408284473
UAAA,UCFM,0.0000408284473
ZSAM,ZSFZ,0.0000408284473
SBBE,SBMQ,0.0000408284473
KRNO,KDEN,0.0000408284473
VIAR,VIDP,0.0000408284473
LSZH,LPMA,0.0000408284473
RKSI,RJCC,0.0000408284473
HKJK,HTDA,0.0000408284473
RKSI,OTHH,0.0000408284473
EGPH,KJFK,0.0000408284473
LFBO,EDDF,0.0000408284473
SBEG,SBBV,0.0000408284473
ZBAA,VHHX,0.0000408284473
ZJHK,ZJSY,0.0000408284473
MPTO,KLAX,0.0000408284473
SPJC,SPRU,0.0000408284473
OERK,OBBI,0.0000408284473
WIII,WARA,0.0000408284473
LFPG,ZBAA,0.0000408284473
SBBR,SBSV,0.0000408284473
VTBS,VTSS,0.0000408284473
ZSSS,ZBAD,0.0000408284473
SAEZ,SBGL,0.0000408284473
ENTC,ENSB,0.0000408284473
FAPM,FALE,0.0000408284473
VIDP,VTBS,0.0000408284473
LFRB,EGLL,0.0000408284473
WMKK,RCTP,0.00004055625765
KSFO,PANC,0.00004055625765
KJFK,NJ46,0.00004055625765
KLAX,CL74,0.00004055625765
WSSS,YPAD,0.00004055625765
LTFM,UBBB,0.00004055625765
ZGGG,RCTP,0.00004055625765
EHAM,SBGL,0.00004055625765
MMGL,MMZP,0.00004055625765
EGCC,LTFM,0.00004055625765
EGLL,OPIS,0.00004055625765
WSSS,WIDT,0.00004055625765
EDDK,EHAM,0.00004055625765
KMIA,TNCA,0.00004055625765
RKSI,VVTS,0.00004055625765
EGNX,EIDW,0.00004055625765
KCLE,KDTW,0.00004055625765
WMKK,ZBAA,0.00004055625765
EGKK,EGPF,0.00004055625765
KDFW,YSSY,0.00004055625765
UUWW,UUEE,0.00004055625765
CYQQ,CYVR,0.00004055625765
RPLL,RPSP,0.00004055625765
EKCH,KSFO,0.00004055625765
LEPA,LFMN,0.00004055625765
EGNS,EGCC,0.00004055625765
KRIR,KLAX,0.00004055625765
MPTO,SPJC,0.00004055625765
RJAA,RJA2,0.00004055625765
KJQF,KCLT,0.00004055625765
KLAX,L65,0.00004055625765
LCLK,LCPH,0.00004055625765
VTBD,VTSS,0.000040284068
EGLL,CYOW,0.000040284068
PHTO,PHSF,0.000040284068
EGCC,LGSK,0.000040284068
KDCA,KMCO,0.000040284068
KJFK,LIMC,0.000040284068
OMDB,OMAG,0.000040284068
KATL,KVPS,0.000040284068
LFPG,LFAT,0.000040284068
EDDL,EDDK,0.000040284068
KPSP,KLAS,0.000040284068
OKBK,LTFM,0.000040284068
KLAX,1Z1,0.000040284068
ZSAM,ZGGG,0.000040284068
SKBO,EGLL,0.000040284068
EDDF,LPPT,0.000040284068
OERK,OETH,0.000040284068
NZAA,CYVR,0.000040284068
ZJSY,VHHH,0.000040284068
CYUL,CYHZ,0.000040284068
LFPG,EGKL,0.000040284068
EGLL,LDZA,0.000040284068
EGPF,EGKK,0.000040284068
SBCF,SBLS,0.000040284068
EGPF,EGAA,0.000040284068
ZGGG,ZUCK,0.000040284068
CYHZ,CYYT,0.000040284068
KMCO,KDEN,0.000040284068
MMUN,MMMD,0.000040284068
FAYP,FACT,0.000040284068
WIHH,WAHS,0.000040284068
KIAD,KLGA,0.000040284068
SBGR,KORD,0.000040284068
BIKF,KSEA,0.000040284068
BIKF,BGSF,0.000040284068
VTBS,VTBT,0.000040284068
UUEE,EFHK,0.00004001187836
ZBHH,ZBAA,0.00004001187836
SCEL,SAWH,0.00004001187836
KMER,KSFO,0.00004001187836
EDDM,LEBL,0.00004001187836
EGCC,LEIB,0.00004001187836
RJTT,RJOE,0.00004001187836
EVRA,EFHK,0.00004001187836
OJAI,OLBA,0.00004001187836
OKBK,OEJN,0.00004001187836
CYYC,CYXE,0.00004001187836
ZSPD,ZSAM,0.00004001187836
LFPG,LXGB,0.00004001187836
MKJP,MKTP,0.00004001187836
KORD,EIDW,0.00004001187836
SBEG,SBBR,0.00004001187836
KSFO,KNRC,0.00004001187836
KPHX,KIWA,0.00004001187836
KDTW,EHAM,0.00004001187836
KMDW,KHOU,0.00004001187836
KPHX,KGEU,0.00004001187836
LEBL,LEMH,0.00004001187836
KATL,54GA,0.00004001187836
NZME,NZAA,0.00004001187836
CYUL,CYTZ,0.00004001187836
CYUL,CYMX,0.00004001187836
EGLL,LFBD,0.00004001187836
LEBL,EDDM,0.00004001187836
EFHK,EVRA,0.00004001187836
VABB,OEJN,0.00004001187836
LPPR,EDDF,0.00004001187836
OMAA,OM11,0.00004001187836
KMYR,KJFK,0.00004001187836
WMKK,YPPH,0.00004001187836
KSLC,KASE,0.00004001187836
EBFN,EGLL,0.00004001187836
PADQ,PANC,0.00004001187836
YBBN,KLAX,0.00004001187836
KLAX,L77,0.00004001187836
KLSV,KEDW,0.00003973968871
DNAA,DNMM,0.00003973968871
KDLH,KMSP,0.00003973968871
GCXO,GCTS,0.00003973968871
KSAN,KORD,0.00003973968871
KLGB,KSLI,0.00003973968871
EGSS,EBBR,0.00003973968871
KSFO,L84,0.00003973968871
CYYZ,CYQB,0.00003973968871
YBHM,YSSY,0.00003973968871
OMDB,OISR,0.00003973968871
VOTX,VOMM,0.00003973968871
KLGA,KMCO,0.00003973968871
SBVT,SBGL,0.00003973968871
KJFK,KPBI,0.00003973968871
SYCJ,TTPP,0.00003973968871
CYXU,CYYZ,0.00003973968871
EKCH,EFHK,0.00003973968871
OTHH,KSEA,0.00003973968871
SBKP,SBBR,0.00003973968871
SBSV,SBGL,0.00003973968871
KNQX,KMIA,0.00003973968871
LTFM,KIAD,0.00003973968871
KEMT,KCPM,0.00003973968871
LKPR,EHAM,0.00003973968871
EDDF,KEWR,0.00003973968871
ESGG,ESSA,0.00003973968871
KNKX,CA84,0.00003973968871
YSSY,YWVA,0.00003973968871
KMYR,KCHS,0.00003973968871
LFPG,RJAA,0.00003973968871
KMIA,KMTH,0.00003973968871
EIDW,EGCK,0.00003973968871
KSBA,KSFO,0.00003973968871
MPTO,MUHA,0.00003973968871
FAOR,FALA,0.00003973968871
OEJN,KLAX,0.00003973968871
EHGG,EHAM,0.00003973968871
KMDW,KMSP,0.00003973968871
FACT,FNLU,0.00003946749906
YWBN,YSSY,0.00003946749906
KMEM,PANC,0.00003946749906
CYYZ,RJTT,0.00003946749906
KFLL,MUHA,0.00003946749906
SBGL,SBAF,0.00003946749906
NFFN,YSSY,0.00003946749906
VIDP,CYYZ,0.00003946749906
KSNA,KDEN,0.00003946749906
EDDB,EKCH,0.00003946749906
OMDB,OIKQ,0.00003946749906
KLGA,KDTW,0.00003946749906
OTHH,KDFW,0.00003946749906
LFBO,LFBF,0.00003946749906
VVDN,VVTS,0.00003946749906
RJTT,RCKH,0.00003946749906
WARR,WAOO,0.00003946749906
RCSS,RCYU,0.00003946749906
CYVR,LFPG,0.00003946749906
KLAX,0CL8,0.00003946749906
EHAM,CYVR,0.00003946749906
EIDW,EGNX,0.00003946749906
EPWA,LSZH,0.00003946749906
OPKC,OPSF,0.00003946749906
LGAV,LGSA,0.00003946749906
EGLL,EGJA,0.00003946749906
SCEL,YSSY,0.00003946749906
KBOS,KLAS,0.00003946749906
EDDS,LSZH,0.00003946749906
RJAA,RJA3,0.00003946749906
KSEA,LFPG,0.00003919530941
MYNN,MYAN,0.00003919530941
SAEZ,EDDF,0.00003919530941
WMKK,RJTT,0.00003919530941
EHAM,SAEZ,0.00003919530941
SCEL,NZAA,0.00003919530941
KJFK,MKJS,0.00003919530941
RJTT,RJNW,0.00003919530941
KSAN,KONT,0.00003919530941
GCTS,LPMA,0.00003919530941
ZSAM,ZSPD,0.00003919530941
EHAM,LEIB,0.00003919530941
MUHA,KRSW,0.00003919530941
KBWI,KLGA,0.00003919530941
KSEA,KSMF,0.00003919530941
EPKK,EPWA,0.00003919530941
ZBAA,RCTP,0.00003919530941
PANC,RKSI,0.00003919530941
KNLC,KLAX,0.00003919530941
KLAS,KPSP,0.00003919530941
KIAH,KDWH,0.00003919530941
HECA,HEBA,0.00003919530941
ZGGG,ZJHK,0.00003919530941
WADL,WARR,0.00003919530941
MMMX,RJAA,0.00003919530941
KTCM,KSEA,0.00003919530941
WADD,YPPH,0.00003919530941
KLGB,KSNA,0.00003919530941
KBOS,KDFW,0.00003919530941
KMIA,59FD,0.00003892311976
EGLL,EDDT,0.00003892311976
EDDB,LSZH,0.00003892311976
KPRB,KSBP,0.00003892311976
KMSP,KBOS,0.00003892311976
WMKI,WSSS,0.00003892311976
EGCC,LPPR,0.00003892311976
OMDB,OOKB,0.00003892311976
YSNW,YSSY,0.00003892311976
OTHH,OLBA,0.00003892311976
KCFO,KDEN,0.00003892311976
LEIB,EGLL,0.00003892311976
KLAX,KMYF,0.00003892311976
EGBB,EGBE,0.00003892311976
KCVG,KJFK,0.00003892311976
ZBAA,OMDB,0.00003892311976
EG77,EGLL,0.00003892311976
KCRQ,KSAN,0.00003892311976
SBCF,SBSV,0.00003892311976
EIDW,LIRF,0.00003892311976
CYQB,CYYZ,0.00003892311976
KDEN,KSNA,0.00003892311976
WIII,RPLL,0.00003892311976
LPMA,EDDF,0.00003892311976
EIDW,EGPF,0.00003892311976
KLAX,MPTO,0.00003892311976
KAHN,KATL,0.00003892311976
SKRG,SKCL,0.00003892311976
HAAB,FACT,0.00003892311976
KSFO,CYYC,0.00003892311976
MMMX,MMCB,0.00003892311976
MMMX,KORD,0.00003892311976
EGLL,EVRA,0.00003892311976
KJFK,4N1,0.00003892311976
LFPG,LFRB,0.00003865093011
SBGL,SBSV,0.00003865093011
SKCG,SKBQ,0.00003865093011
LSZH,UUDD,0.00003865093011
OLBA,HECA,0.00003865093011
LTFM,OKBK,0.00003865093011
07FA,KMIA,0.00003865093011
NTTB,NTTH,0.00003865093011
EGLC,LSGG,0.00003865093011
KLAX,68CN,0.00003865093011
LFIT,LFBO,0.00003865093011
LFPG,LFFG,0.00003865093011
RCTP,RCMQ,0.00003865093011
EGCC,EGNT,0.00003865093011
LFPG,DAAG,0.00003865093011
KPHX,KSDL,0.00003865093011
EGKK,LPPR,0.00003865093011
SBKP,SBPA,0.00003865093011
KDFW,KBOS,0.00003865093011
KDFW,KASE,0.00003865093011
CYHM,CYYZ,0.00003865093011
CYVR,CAP3,0.00003865093011
RPLL,RPMZ,0.00003865093011
KASE,KSLC,0.00003865093011
WAHI,WAHS,0.00003865093011
ZUCG,ZUUU,0.00003865093011
LTBU,LTFM,0.00003865093011
OMAD,OMAA,0.00003865093011
RJAH,RJAA,0.00003865093011
PAJN,PASI,0.00003865093011
EGLL,EGNR,0.00003865093011
RJTY,RJTC,0.00003865093011
ZSPD,YSSY,0.00003865093011
LOWW,LOAV,0.00003865093011
VTBS,RJAA,0.00003865093011
KCDW,KJFK,0.00003865093011
KATL,LGAV,0.00003865093011
DNMM,DNAA,0.00003865093011
RJTT,RJSC,0.00003837874046
KONT,KCCB,0.00003837874046
MMML,KLAX,0.00003837874046
FACT,FAOB,0.00003837874046
LEMD,LEGT,0.00003837874046
LGAV,LGMG,0.00003837874046
EHAM,RJAA,0.00003837874046
LSZH,LSZS,0.00003837874046
MYNN,KJFK,0.00003837874046
KOAK,KNUQ,0.00003837874046
SBGL,EHAM,0.00003837874046
MMMX,KHOU,0.00003837874046
CYYZ,CYKF,0.00003837874046
CYYC,CYBW,0.00003837874046
RJTT,PGUM,0.00003837874046
EGLL,OERK,0.00003837874046
KMDW,KDTW,0.00003837874046
RJCC,RJFF,0.00003837874046
KIAH,KMEM,0.00003837874046
KORD,KSAN,0.00003837874046
SBSV,SBIL,0.00003837874046
KORD,KOSH,0.00003837874046
VHHH,VABB,0.00003837874046
TNCE,TNCM,0.00003837874046
KMVY,KBOS,0.00003837874046
EGNS,EGGP,0.00003837874046
KBOS,KSAN,0.00003837874046
FAOR,SBGR,0.00003837874046
UUDD,EDDM,0.00003837874046
KBOI,KSFO,0.00003837874046
WMKK,WBKW,0.00003837874046
KMIA,KAPF,0.00003837874046
LFPG,LFRG,0.00003810655082
VRMM,VRMD,0.00003810655082
SBGL,SBSC,0.00003810655082
RJTT,RJOH,0.00003810655082
36U,KPVU,0.00003810655082
EGLL,XHIN,0.00003810655082
KJFK,MKJP,0.00003810655082
PHNL,KEWR,0.00003810655082
EVRA,OMDB,0.00003810655082
VVTS,VVDL,0.00003810655082
MMGL,MMMY,0.00003810655082
RJFR,RJTT,0.00003810655082
KEWR,TNCM,0.00003810655082
LPMA,EGCC,0.00003810655082
TFFR,LFPO,0.00003810655082
ZGGG,RJTT,0.00003810655082
SBPA,SBCO,0.00003810655082
RPLL,WIII,0.00003810655082
OKBK,KJFK,0.00003810655082
TTPP,SYCJ,0.00003810655082
KATL,GA95,0.00003810655082
KDAL,KAUS,0.00003810655082
ZJSY,ZJHK,0.00003810655082
ZUUU,VHHH,0.00003810655082
EGKK,EGBB,0.00003810655082
MMMX,SPJC,0.00003810655082
KMIA,KDAB,0.00003810655082
KAVX,KTOA,0.00003810655082
LFPG,MROC,0.00003810655082
NTAA,KSFO,0.00003810655082
VTBS,VTW5,0.00003810655082
KORD,KCVG,0.00003810655082
EGLL,EGSH,0.00003810655082
KBOS,KMVY,0.00003810655082
KMSP,KMDW,0.00003810655082
LGAV,LOWW,0.00003810655082
OMDB,RJAA,0.00003783436117
EDDM,LKPR,0.00003783436117
CYYZ,OTHH,0.00003783436117
KMSN,KORD,0.00003783436117
RCTP,WIII,0.00003783436117
SBPA,SBKP,0.00003783436117
VOTV,VRMM,0.00003783436117
HRYR,HUEN,0.00003783436117
LPPT,LEBL,0.00003783436117
SCAN,SCEL,0.00003783436117
TBPB,TTPP,0.00003783436117
KBNA,KORD,0.00003783436117
RPLL,RPVB,0.00003783436117
EDDI,EDDT,0.00003783436117
